UniProt_ID,BindingDB_ID,chEMBL_ID,Molecule_name,IN_KI
P31749,BDBM24990,CHEMBL506153,GW876790X,IK0
P31749,BDBM24996,CHEMBL188434,SB747651,IK1
P31749,BDBM25013,CHEMBL494089,GSK690693,IK2
P31749,BDBM25474,CHEMBL521179,SR3677,IK3
P31749,BDBM29508,CHEMBL474390,FRENOLICIN B,IK4
P31749,BDBM29510,CHEMBL444165,DEOXYFRENOLICIN,IK5
P31749,BDBM60631,CHEMBL3112866,SAR260301,IK6
P31749,BDBM60631,CHEMBL3112866,SAR260301,IK7
P31749,BDBM60631,CHEMBL3112866,SAR260301,IK8
P31749,BDBM15211,CHEMBL104264,H89,IK9
P31749,BDBM25013,CHEMBL494089,GSK690693,IK10
P31749,BDBM50313650,CHEMBL1079175,MK2206,IK11
P31749,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK12
P31749,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK13
P31749,BDBM50026612,CHEMBL502835,NINTEDANIB,IK14
P31749,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK15
P31749,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK16
P31749,BDBM50398379,CHEMBL2177390,IPATASERTIB,IK17
P31749,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK18
P31749,BDBM50186460,CHEMBL209148,BMS509744,IK19
P31749,BDBM47167,CHEMBL201511,MALEIMIDE,IK20
P31749,BDBM50201227,CHEMBL391738,SKS927,IK21
P31749,BDBM21079,CHEMBL223360,LINIFANIB,IK22
P31749,BDBM50221346,CHEMBL237570,SB630812,IK23
P31749,BDBM158154,CHEMBL1983268,ENTRECTINIB,IK24
P31749,BDBM50170284,CHEMBL3137336,UPROSERTIB,IK25
P31749,BDBM50431630,CHEMBL372764,PERIFOSINE,IK26
P31749,BDBM15211,CHEMBL104264,H89,IK27
P31749,BDBM15131,CHEMBL379300,A443654,IK28
P31749,BDBM50304360,CHEMBL595349,"Benzene-1,2,3,4-Tetrayl Tetrakis(Hydrogen Phosphate)",IK29
P31749,BDBM15138,CHEMBL379218,A674563,IK30
P31749,BDBM50237622,CHEMBL263664,CCT128930,IK31
P31749,BDBM50237622,CHEMBL263664,CCT128930,IK32
P31749,BDBM50310142,CHEMBL609039,BI90H6,IK33
P31749,BDBM50310148,CHEMBL611079,BI90H9,IK34
P31749,BDBM50310146,CHEMBL599111,BI90H10,IK35
P31749,BDBM50310147,CHEMBL599518,BI98A10,IK36
P31749,BDBM50313650,CHEMBL1079175,MK2206,IK37
P31749,BDBM50316026,CHEMBL1089661,PTR6154,IK38
P31749,BDBM25013,CHEMBL494089,GSK690693,IK39
P31749,BDBM50316188,CHEMBL1096290,GSK1000163A,IK40
P31749,BDBM50316190,CHEMBL1096634,GSK943949A,IK41
P31749,BDBM50316191,CHEMBL1096626,GSK938890A,IK42
P31749,BDBM25013,CHEMBL494089,GSK690693,IK43
P31749,BDBM50277583,CHEMBL482967,CYC116,IK44
P31749,BDBM15211,CHEMBL104264,H89,IK45
P31749,BDBM16673,CHEMBL1336,SORAFENIB,IK46
P31749,BDBM13535,CHEMBL124660,TANDUTINIB,IK47
P31749,BDBM50326054,CHEMBL1240703,CGP52421,IK48
P31749,BDBM4814,CHEMBL535,SUNITINIB,IK49
P31749,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK50
P31749,BDBM15131,CHEMBL379300,A443654,IK51
P31749,BDBM15131,CHEMBL379300,A443654,IK52
P31749,BDBM11242,CHEMBL1448,NICLOSAMIDE,IK53
P31749,BDBM50341243,CHEMBL1765740,GSK2334470,IK54
P31749,BDBM50316026,CHEMBL1089661,PTR6154,IK55
P31749,BDBM50350423,CHEMBL466154,NORLICHEXANTHONE,IK56
P31749,BDBM50350424,CHEMBL454440,ANOMALIN A,IK57
P31749,BDBM16223,CHEMBL389685,7-Azaindole,IK58
P31749,BDBM24627,CHEMBL86795,INDAZOLE,IK59
P31749,BDBM50355393,CHEMBL1852688,BGJ398,IK60
P31749,BDBM50355496,CHEMBL1908397,KW2449,IK61
P31749,BDBM50355495,CHEMBL1908391,MASITINIB,IK62
P31749,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK63
P31749,BDBM27817,CHEMBL464552,GSK1838705A,IK64
P31749,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK65
P31749,BDBM25013,CHEMBL494089,GSK690693,IK66
P31749,BDBM60665,CHEMBL475251,R406,IK67
P31749,BDBM13530,CHEMBL941,IMATINIB,IK68
P31749,BDBM25121,CHEMBL513909,BI2536,IK69
P31749,BDBM13535,CHEMBL124660,TANDUTINIB,IK70
P31749,BDBM25084,CHEMBL230011,TG100115,IK71
P31749,BDBM21079,CHEMBL223360,LINIFANIB,IK72
P31749,BDBM6568,CHEMBL386051,PD17395,IK73
P31749,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK74
P31749,BDBM5446,CHEMBL553,ERLOTINIB,IK75
P31749,BDBM26300,CHEMBL215152,AZD1152HQPA,IK76
P31749,BDBM25118,CHEMBL522892,DOVITINIB,IK77
P31749,BDBM50242737,CHEMBL450786,PHA665752,IK78
P31749,BDBM25045,CHEMBL573339,PI103,IK79
P31749,BDBM13216,CHEMBL1421,DASATINIB,IK80
P31749,BDBM16673,CHEMBL1336,SORAFENIB,IK81
P31749,BDBM50184807,CHEMBL377300,BRIVANIB,IK82
P31749,BDBM50309910,CHEMBL608154,ML120B,IK83
P31749,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK84
P31749,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK85
P31749,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK86
P31749,BDBM5931,CHEMBL296468,BMS387032,IK87
P31749,BDBM31088,CHEMBL558752,RAF265,IK88
P31749,BDBM25919,CHEMBL249697,BMS345541,IK89
P31749,BDBM50355500,CHEMBL1908394,GSK461364,IK90
P31749,BDBM50242742,CHEMBL509032,TAE684,IK91
P31749,BDBM50322823,CHEMBL1173655,AFATINIB,IK92
P31749,BDBM5445,CHEMBL554,LAPATINIB,IK93
P31749,BDBM24654,CHEMBL445813,AT7519,IK94
P31749,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK95
P31749,BDBM50355494,CHEMBL1908396,Ki20227,IK96
P31749,BDBM25617,CHEMBL1230020,PLX4720,IK97
P31749,BDBM50161957,CHEMBL180022,NERATINIB,IK98
P31749,BDBM5447,CHEMBL939,GEFITINIB,IK99
P31749,BDBM50237710,CHEMBL255863,NILOTINIB,IK100
P31749,BDBM31093,CHEMBL259084,MLN8054,IK101
P31749,BDBM60589,CHEMBL1236107,SGX523,IK102
P31749,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK103
P31749,BDBM24773,CHEMBL572881,MOTESANIB,IK104
P31749,BDBM25117,CHEMBL1289926,AXITINIB,IK105
P31749,BDBM31095,CHEMBL1721885,SU014813,IK106
P31749,BDBM5655,CHEMBL428690,ALVOCIDIB,IK107
P31749,BDBM4779,CHEMBL31965,CANERTINIB,IK108
P31749,BDBM50331096,CHEMBL491473,CEDIRANIB,IK109
P31749,BDBM15138,CHEMBL379218,A674563,IK110
P31749,BDBM31085,CHEMBL574738,AST487,IK111
P31749,BDBM13534,CHEMBL572878,TOZASERTIB,IK112
P31749,BDBM4814,CHEMBL535,SUNITINIB,IK113
P31749,BDBM32362,CHEMBL261849,GW632580X,IK114
P31749,BDBM21,CHEMBL24828,VANDETANIB,IK115
P31749,BDBM12621,CHEMBL384304,RG547,IK116
P31749,BDBM26474,CHEMBL477772,PAZOPANIB,IK117
P31749,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK118
P31749,BDBM4851,CHEMBL101253,VATALANIB,IK119
P31749,BDBM50355499,CHEMBL1908842,JNJ28312141,IK120
P31749,BDBM25028,CHEMBL521851,PICTILISIB,IK121
P31749,BDBM4552,CHEMBL288441,BOSUTINIB,IK122
P31749,BDBM50193995,CHEMBL221959,TOFACITINIB,IK123
P31749,BDBM13336,CHEMBL10,SB203580,IK124
P31749,BDBM50132260,CHEMBL105442,CI1040,IK125
P31749,BDBM50358099,CHEMBL466143,DEMETHYLXANTHOHUMOL,IK126
P31749,BDBM15211,CHEMBL104264,H89,IK127
P31749,BDBM50358243,CHEMBL1922224,Rel-Astrogorgol F,IK128
P31749,BDBM50358245,CHEMBL1922225,24-Exomethylenecalicoferol E,IK129
P31749,BDBM50358246,CHEMBL456936,CALICOFEROL E,IK130
P31749,BDBM50358247,CHEMBL517956,ASTROGORGIADIOL,IK131
P31749,BDBM50358248,CHEMBL456294,CALICOFEROL I,IK132
P31749,BDBM50358249,CHEMBL515982,CALICOFEROL C,IK133
P31749,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK134
P31749,BDBM50365218,CHEMBL1956071,SB7720770B,IK135
P31749,BDBM4078,CHEMBL6246,ELLAGIC ACID,IK136
P31749,BDBM50242733,CHEMBL3544960,AT13148,IK137
P31749,BDBM50313013,CHEMBL1080901,CT98024,IK138
P31749,BDBM50325983,CHEMBL412142,CHIR99021,IK139
P31749,BDBM50150699,CHEMBL362558,LY2090314,IK140
P31749,BDBM19459,CHEMBL44,GENISTEIN,IK141
P31749,BDBM50193995,CHEMBL221959,TOFACITINIB,IK142
P31749,BDBM21079,CHEMBL223360,LINIFANIB,IK143
P31749,BDBM24773,CHEMBL572881,MOTESANIB,IK144
P31749,BDBM31085,CHEMBL574738,AST487,IK145
P31749,BDBM26300,CHEMBL215152,AZD1152HQPA,IK146
P31749,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK147
P31749,BDBM5931,CHEMBL296468,BMS387032,IK148
P31749,BDBM25118,CHEMBL522892,DOVITINIB,IK149
P31749,BDBM31088,CHEMBL558752,RAF265,IK150
P31749,BDBM4779,CHEMBL31965,CANERTINIB,IK151
P31749,BDBM50193995,CHEMBL221959,TOFACITINIB,IK152
P31749,BDBM31340,CHEMBL483321,CP724714,IK153
P31749,BDBM13216,CHEMBL1421,DASATINIB,IK154
P31749,BDBM31090,CHEMBL607707,PELITINIB,IK155
P31749,BDBM5446,CHEMBL553,ERLOTINIB,IK156
P31749,BDBM5655,CHEMBL428690,ALVOCIDIB,IK157
P31749,BDBM5447,CHEMBL939,GEFITINIB,IK158
P31749,BDBM32362,CHEMBL261849,GW632580X,IK159
P31749,BDBM26474,CHEMBL477772,PAZOPANIB,IK160
P31749,BDBM13530,CHEMBL941,IMATINIB,IK161
P31749,BDBM6866,CHEMBL191003,JNJ7706621,IK162
P31749,BDBM5445,CHEMBL554,LAPATINIB,IK163
P31749,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK164
P31749,BDBM13535,CHEMBL124660,TANDUTINIB,IK165
P31749,BDBM31093,CHEMBL259084,MLN8054,IK166
P31749,BDBM25045,CHEMBL573339,PI103,IK167
P31749,BDBM4851,CHEMBL101253,VATALANIB,IK168
P31749,BDBM7533,CHEMBL14762,SELICICLIB,IK169
P31749,BDBM13531,CHEMBL278041,SB202190,IK170
P31749,BDBM13336,CHEMBL10,SB203580,IK171
P31749,BDBM50110208,CHEMBL440084,SB431542,IK172
P31749,BDBM16673,CHEMBL1336,SORAFENIB,IK173
P31749,BDBM31095,CHEMBL1721885,SU014813,IK174
P31749,BDBM4814,CHEMBL535,SUNITINIB,IK175
P31749,BDBM13534,CHEMBL572878,TOZASERTIB,IK176
P31749,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK177
P31749,BDBM21,CHEMBL24828,VANDETANIB,IK178
P31749,BDBM50306888,CHEMBL603097,SCH47089,IK179
P31749,BDBM50378657,CHEMBL1230607,PHA793887,IK180
P31749,BDBM27344,CHEMBL225519,PHA767491,IK181
P31749,BDBM24466,CHEMBL460472,AMG458,IK182
P31749,BDBM50385175,CHEMBL2036866,NSC750416,IK183
P31749,BDBM16673,CHEMBL1336,SORAFENIB,IK184
P31749,BDBM4814,CHEMBL535,SUNITINIB,IK185
P31749,BDBM50308188,CHEMBL603463,NSC743304,IK186
P31749,BDBM15138,CHEMBL379218,A674563,IK187
P31749,BDBM50398379,CHEMBL2177390,IPATASERTIB,IK188
P31749,BDBM29508,CHEMBL474390,FRENOLICIN B,IK189
P31749,BDBM50403054,CHEMBL2216825,LACTOQUINOMYCIN,IK190
P31749,BDBM50307942,CHEMBL598194,CCT129524,IK191
P31749,BDBM50011796,CHEMBL28509,EDELFOSINE,IK192
P31749,BDBM50431630,CHEMBL372764,PERIFOSINE,IK193
P31749,BDBM50034220,CHEMBL125,MILTEFOSINE,IK194
P31749,BDBM50380313,CHEMBL1234354,PF04691502,IK195
P31749,BDBM29508,CHEMBL474390,FRENOLICIN B,IK196
P31749,BDBM50403054,CHEMBL2216825,LACTOQUINOMYCIN,IK197
P31749,BDBM24776,CHEMBL55934,NAPHTHOQUINONE,IK198
P31749,BDBM7460,CHEMBL50,QUERCETIN,IK199
P31749,BDBM15211,CHEMBL104264,H89,IK200
P31749,BDBM15211,CHEMBL104264,H89,IK201
P31751,BDBM15211,CHEMBL104264,H89,IK202
P31751,BDBM15131,CHEMBL379300,A443654,IK203
P31751,BDBM15211,CHEMBL104264,H89,IK204
P31751,BDBM16223,CHEMBL389685,7-Azaindole,IK205
P31751,BDBM24990,CHEMBL506153,GW876790X,IK206
P31751,BDBM24996,CHEMBL188434,SB747651,IK207
P31751,BDBM25013,CHEMBL494089,GSK690693,IK208
P31751,BDBM4814,CHEMBL535,SUNITINIB,IK209
P31751,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK210
P31751,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK211
P31751,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK212
P31751,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK213
P31751,BDBM50026612,CHEMBL502835,NINTEDANIB,IK214
P31751,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK215
P31751,BDBM15211,CHEMBL104264,H89,IK216
P31751,BDBM50307942,CHEMBL598194,CCT129524,IK217
P31751,BDBM50237622,CHEMBL263664,CCT128930,IK218
P31751,BDBM15211,CHEMBL104264,H89,IK219
P31751,BDBM50313650,CHEMBL1079175,MK2206,IK220
P31751,BDBM25013,CHEMBL494089,GSK690693,IK221
P31751,BDBM25013,CHEMBL494089,GSK690693,IK222
P31751,BDBM50316188,CHEMBL1096290,GSK1000163A,IK223
P31751,BDBM50316190,CHEMBL1096634,GSK943949A,IK224
P31751,BDBM50316191,CHEMBL1096626,GSK938890A,IK225
P31751,BDBM16673,CHEMBL1336,SORAFENIB,IK226
P31751,BDBM13535,CHEMBL124660,TANDUTINIB,IK227
P31751,BDBM50326054,CHEMBL1240703,CGP52421,IK228
P31751,BDBM4814,CHEMBL535,SUNITINIB,IK229
P31751,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK230
P31751,BDBM15131,CHEMBL379300,A443654,IK231
P31751,BDBM25919,CHEMBL249697,BMS345541,IK232
P31751,BDBM4552,CHEMBL288441,BOSUTINIB,IK233
P31751,BDBM50242742,CHEMBL509032,TAE684,IK234
P31751,BDBM50355494,CHEMBL1908396,Ki20227,IK235
P31751,BDBM32362,CHEMBL261849,GW632580X,IK236
P31751,BDBM4779,CHEMBL31965,CANERTINIB,IK237
P31751,BDBM13534,CHEMBL572878,TOZASERTIB,IK238
P31751,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK239
P31751,BDBM25028,CHEMBL521851,PICTILISIB,IK240
P31751,BDBM50322823,CHEMBL1173655,AFATINIB,IK241
P31751,BDBM5446,CHEMBL553,ERLOTINIB,IK242
P31751,BDBM12621,CHEMBL384304,RG547,IK243
P31751,BDBM31088,CHEMBL558752,RAF265,IK244
P31751,BDBM26474,CHEMBL477772,PAZOPANIB,IK245
P31751,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK246
P31751,BDBM25045,CHEMBL573339,PI103,IK247
P31751,BDBM24773,CHEMBL572881,MOTESANIB,IK248
P31751,BDBM25617,CHEMBL1230020,PLX4720,IK249
P31751,BDBM50331096,CHEMBL491473,CEDIRANIB,IK250
P31751,BDBM15138,CHEMBL379218,A674563,IK251
P31751,BDBM13535,CHEMBL124660,TANDUTINIB,IK252
P31751,BDBM5447,CHEMBL939,GEFITINIB,IK253
P31751,BDBM5445,CHEMBL554,LAPATINIB,IK254
P31751,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK255
P31751,BDBM60589,CHEMBL1236107,SGX523,IK256
P31751,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK257
P31751,BDBM50242737,CHEMBL450786,PHA665752,IK258
P31751,BDBM16673,CHEMBL1336,SORAFENIB,IK259
P31751,BDBM50355500,CHEMBL1908394,GSK461364,IK260
P31751,BDBM31093,CHEMBL259084,MLN8054,IK261
P31751,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK262
P31751,BDBM31085,CHEMBL574738,AST487,IK263
P31751,BDBM50161957,CHEMBL180022,NERATINIB,IK264
P31751,BDBM6568,CHEMBL386051,PD17395,IK265
P31751,BDBM13216,CHEMBL1421,DASATINIB,IK266
P31751,BDBM50193995,CHEMBL221959,TOFACITINIB,IK267
P31751,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK268
P31751,BDBM25084,CHEMBL230011,TG100115,IK269
P31751,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK270
P31751,BDBM50184807,CHEMBL377300,BRIVANIB,IK271
P31751,BDBM50355496,CHEMBL1908397,KW2449,IK272
P31751,BDBM25013,CHEMBL494089,GSK690693,IK273
P31751,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK274
P31751,BDBM13336,CHEMBL10,SB203580,IK275
P31751,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK276
P31751,BDBM60665,CHEMBL475251,R406,IK277
P31751,BDBM27817,CHEMBL464552,GSK1838705A,IK278
P31751,BDBM50309910,CHEMBL608154,ML120B,IK279
P31751,BDBM21,CHEMBL24828,VANDETANIB,IK280
P31751,BDBM25118,CHEMBL522892,DOVITINIB,IK281
P31751,BDBM21079,CHEMBL223360,LINIFANIB,IK282
P31751,BDBM4814,CHEMBL535,SUNITINIB,IK283
P31751,BDBM5655,CHEMBL428690,ALVOCIDIB,IK284
P31751,BDBM13530,CHEMBL941,IMATINIB,IK285
P31751,BDBM50355499,CHEMBL1908842,JNJ28312141,IK286
P31751,BDBM25121,CHEMBL513909,BI2536,IK287
P31751,BDBM31095,CHEMBL1721885,SU014813,IK288
P31751,BDBM24654,CHEMBL445813,AT7519,IK289
P31751,BDBM25117,CHEMBL1289926,AXITINIB,IK290
P31751,BDBM50355495,CHEMBL1908391,MASITINIB,IK291
P31751,BDBM5931,CHEMBL296468,BMS387032,IK292
P31751,BDBM50237710,CHEMBL255863,NILOTINIB,IK293
P31751,BDBM50132260,CHEMBL105442,CI1040,IK294
P31751,BDBM26300,CHEMBL215152,AZD1152HQPA,IK295
P31751,BDBM4851,CHEMBL101253,VATALANIB,IK296
P31751,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK297
P31751,BDBM50365218,CHEMBL1956071,SB7720770B,IK298
P31751,BDBM50242733,CHEMBL3544960,AT13148,IK299
P31751,BDBM15211,CHEMBL104264,H89,IK300
P31751,BDBM50237622,CHEMBL263664,CCT128930,IK301
P31751,BDBM16223,CHEMBL389685,7-Azaindole,IK302
P31751,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK303
P31751,BDBM21079,CHEMBL223360,LINIFANIB,IK304
P31751,BDBM24773,CHEMBL572881,MOTESANIB,IK305
P31751,BDBM31085,CHEMBL574738,AST487,IK306
P31751,BDBM26300,CHEMBL215152,AZD1152HQPA,IK307
P31751,BDBM13533,CHEMBL103667,DORAMAPIMOD,IK308
P31751,BDBM5931,CHEMBL296468,BMS387032,IK309
P31751,BDBM25118,CHEMBL522892,DOVITINIB,IK310
P31751,BDBM31088,CHEMBL558752,RAF265,IK311
P31751,BDBM4779,CHEMBL31965,CANERTINIB,IK312
P31751,BDBM50193995,CHEMBL221959,TOFACITINIB,IK313
P31751,BDBM31340,CHEMBL483321,CP724714,IK314
P31751,BDBM13216,CHEMBL1421,DASATINIB,IK315
P31751,BDBM31090,CHEMBL607707,PELITINIB,IK316
P31751,BDBM5446,CHEMBL553,ERLOTINIB,IK317
P31751,BDBM5655,CHEMBL428690,ALVOCIDIB,IK318
P31751,BDBM5447,CHEMBL939,GEFITINIB,IK319
P31751,BDBM32362,CHEMBL261849,GW632580X,IK320
P31751,BDBM26474,CHEMBL477772,PAZOPANIB,IK321
P31751,BDBM13530,CHEMBL941,IMATINIB,IK322
P31751,BDBM6866,CHEMBL191003,JNJ7706621,IK323
P31751,BDBM5445,CHEMBL554,LAPATINIB,IK324
P31751,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK325
P31751,BDBM13535,CHEMBL124660,TANDUTINIB,IK326
P31751,BDBM31093,CHEMBL259084,MLN8054,IK327
P31751,BDBM25045,CHEMBL573339,PI103,IK328
P31751,BDBM4851,CHEMBL101253,VATALANIB,IK329
P31751,BDBM7533,CHEMBL14762,SELICICLIB,IK330
P31751,BDBM13531,CHEMBL278041,SB202190,IK331
P31751,BDBM13336,CHEMBL10,SB203580,IK332
P31751,BDBM50110208,CHEMBL440084,SB431542,IK333
P31751,BDBM16673,CHEMBL1336,SORAFENIB,IK334
P31751,BDBM31095,CHEMBL1721885,SU014813,IK335
P31751,BDBM4814,CHEMBL535,SUNITINIB,IK336
P31751,BDBM13534,CHEMBL572878,TOZASERTIB,IK337
P31751,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK338
P31751,BDBM21,CHEMBL24828,VANDETANIB,IK339
P31751,BDBM24466,CHEMBL460472,AMG458,IK340
P31751,BDBM50398379,CHEMBL2177390,IPATASERTIB,IK341
P31751,BDBM50307942,CHEMBL598194,CCT129524,IK342
Q9Y243,BDBM24990,CHEMBL506153,GW876790X,IK343
Q9Y243,BDBM24996,CHEMBL188434,SB747651,IK344
Q9Y243,BDBM25013,CHEMBL494089,GSK690693,IK345
Q9Y243,BDBM15211,CHEMBL104264,H89,IK346
Q9Y243,BDBM27223,CHEMBL495766,ARC1031,IK347
Q9Y243,BDBM27224,CHEMBL501706,ARC1032,IK348
Q9Y243,BDBM27225,CHEMBL297394,ARC1012,IK349
Q9Y243,BDBM27226,CHEMBL524516,ARC1027,IK350
Q9Y243,BDBM27227,CHEMBL525385,ARC1028,IK351
Q9Y243,BDBM27228,CHEMBL505949,ARC1039,IK352
Q9Y243,BDBM27229,CHEMBL498924,ARC1044,IK353
Q9Y243,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK354
Q9Y243,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK355
Q9Y243,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK356
Q9Y243,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK357
Q9Y243,BDBM50308060,CHEMBL603469,LESTAURTINIB,IK358
Q9Y243,BDBM50026612,CHEMBL502835,NINTEDANIB,IK359
Q9Y243,BDBM50326053,CHEMBL608533,MIDOSTAURIN,IK360
Q9Y243,BDBM50195879,CHEMBL241517,GW856804X,IK361
Q9Y243,BDBM50275499,CHEMBL485745,GW434756X,IK362
Q9Y243,BDBM15211,CHEMBL104264,H89,IK363
Q9Y243,BDBM27225,CHEMBL297394,ARC1012,IK364
Q9Y243,BDBM50313650,CHEMBL1079175,MK2206,IK365
Q9Y243,BDBM25013,CHEMBL494089,GSK690693,IK366
Q9Y243,BDBM50316188,CHEMBL1096290,GSK1000163A,IK367
Q9Y243,BDBM50316190,CHEMBL1096634,GSK943949A,IK368
Q9Y243,BDBM50316191,CHEMBL1096626,GSK938890A,IK369
Q9Y243,BDBM16673,CHEMBL1336,SORAFENIB,IK370
Q9Y243,BDBM13535,CHEMBL124660,TANDUTINIB,IK371
Q9Y243,BDBM50326054,CHEMBL1240703,CGP52421,IK372
Q9Y243,BDBM4814,CHEMBL535,SUNITINIB,IK373
Q9Y243,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK374
Q9Y243,BDBM15131,CHEMBL379300,A443654,IK375
Q9Y243,BDBM13530,CHEMBL941,IMATINIB,IK376
Q9Y243,BDBM50332294,CHEMBL1287853,FEDRATINIB,IK377
Q9Y243,BDBM50355496,CHEMBL1908397,KW2449,IK378
Q9Y243,BDBM50355495,CHEMBL1908391,MASITINIB,IK379
Q9Y243,BDBM50306682,CHEMBL601719,CRIZOTINIB,IK380
Q9Y243,BDBM50193995,CHEMBL221959,TOFACITINIB,IK381
Q9Y243,BDBM27817,CHEMBL464552,GSK1838705A,IK382
Q9Y243,BDBM26300,CHEMBL215152,AZD1152HQPA,IK383
Q9Y243,BDBM31085,CHEMBL574738,AST487,IK384
Q9Y243,BDBM25121,CHEMBL513909,BI2536,IK385
Q9Y243,BDBM60665,CHEMBL475251,R406,IK386
Q9Y243,BDBM13535,CHEMBL124660,TANDUTINIB,IK387
Q9Y243,BDBM50128285,CHEMBL300138,ENZASTAURIN,IK388
Q9Y243,BDBM21079,CHEMBL223360,LINIFANIB,IK389
Q9Y243,BDBM25084,CHEMBL230011,TG100115,IK390
Q9Y243,BDBM50300690,CHEMBL576982,QUIZARTINIB,IK391
Q9Y243,BDBM6568,CHEMBL386051,PD17395,IK392
Q9Y243,BDBM31093,CHEMBL259084,MLN8054,IK393
Q9Y243,BDBM25013,CHEMBL494089,GSK690693,IK394
Q9Y243,BDBM50355501,CHEMBL1789941,RUXOLITINIB,IK395
Q9Y243,BDBM5446,CHEMBL553,ERLOTINIB,IK396
Q9Y243,BDBM5447,CHEMBL939,GEFITINIB,IK397
Q9Y243,BDBM50184807,CHEMBL377300,BRIVANIB,IK398
Q9Y243,BDBM50242737,CHEMBL450786,PHA665752,IK399
Q9Y243,BDBM50355497,CHEMBL1614701,SELUMETINIB,IK400
Q9Y243,BDBM25045,CHEMBL573339,PI103,IK401
Q9Y243,BDBM15244,CHEMBL119385,NEFLAMAPIMOD,IK402
Q9Y243,BDBM16673,CHEMBL1336,SORAFENIB,IK403
Q9Y243,BDBM13216,CHEMBL1421,DASATINIB,IK404
Q9Y243,BDBM50309910,CHEMBL608154,ML120B,IK405
Q9Y243,BDBM25118,CHEMBL522892,DOVITINIB,IK406
Q9Y243,BDBM31088,CHEMBL558752,RAF265,IK407
Q9Y243,BDBM50355500,CHEMBL1908394,GSK461364,IK408
Q9Y243,BDBM5931,CHEMBL296468,BMS387032,IK409
Q9Y243,BDBM50132260,CHEMBL105442,CI1040,IK410
Q9Y243,BDBM50242742,CHEMBL509032,TAE684,IK411
Q9Y243,BDBM24654,CHEMBL445813,AT7519,IK412
Q9Y243,BDBM50161957,CHEMBL180022,NERATINIB,IK413
Q9Y243,BDBM17055,CHEMBL91829,RUBOXISTAURIN,IK414
Q9Y243,BDBM24773,CHEMBL572881,MOTESANIB,IK415
Q9Y243,BDBM4552,CHEMBL288441,BOSUTINIB,IK416
Q9Y243,BDBM60589,CHEMBL1236107,SGX523,IK417
Q9Y243,BDBM25117,CHEMBL1289926,AXITINIB,IK418
Q9Y243,BDBM31095,CHEMBL1721885,SU014813,IK419
Q9Y243,BDBM5655,CHEMBL428690,ALVOCIDIB,IK420
Q9Y243,BDBM4779,CHEMBL31965,CANERTINIB,IK421
Q9Y243,BDBM50331096,CHEMBL491473,CEDIRANIB,IK422
Q9Y243,BDBM50355494,CHEMBL1908396,Ki20227,IK423
Q9Y243,BDBM50322823,CHEMBL1173655,AFATINIB,IK424
Q9Y243,BDBM50355499,CHEMBL1908842,JNJ28312141,IK425
Q9Y243,BDBM15138,CHEMBL379218,A674563,IK426
Q9Y243,BDBM13534,CHEMBL572878,TOZASERTIB,IK427
Q9Y243,BDBM21,CHEMBL24828,VANDETANIB,IK428
